*X-Coordinate,*Y-Coordinate,*Z-Coordinate,DESCR,*Vertex Number,LEVEL
19611.82856,30097.44311,7954.484382,191OB_Internal_Ramp_Upper,142,3875
19594.99829,30119.36825,7958.637915,191OB_Internal_Ramp_Upper,143,3875
19557.59521,30150.63131,7965.779157,191OB_Internal_Ramp_Upper,144,3875
19519.58996,30181.40735,7968.501053,191OB_Internal_Ramp_Upper,145,3875
19478.11735,30207.32232,7971.222948,191OB_Internal_Ramp_Upper,146,3875
19408.44446,30246.35977,7983.238525,191OB_Internal_Ramp_Upper,147,3875
19381.10192,30250.29159,7987.392057,191OB_Internal_Ramp_Upper,148,3875
19353.45462,30246.52738,7991.58759,191OB_Internal_Ramp_Upper,149,3875
19331.06574,30238.21852,7993.482018,191OB_Internal_Ramp_Upper,150,3875
19310.46138,30224.12925,7994.313086,191OB_Internal_Ramp_Upper,151,3875
19293.97156,30205.39066,7995.143753,191OB_Internal_Ramp_Upper,152,3875
19282.99375,30184.18207,7997.037181,191OB_Internal_Ramp_Upper,153,3875
19276.98094,30157.2227,8001.192714,191OB_Internal_Ramp_Upper,154,3875
19278.5689,30129.66646,8005.346246,191OB_Internal_Ramp_Upper,155,3875
19287.62964,30103.59405,8009.499779,191OB_Internal_Ramp_Upper,156,3875
19303.47286,30080.99184,8013.653312,191OB_Internal_Ramp_Upper,157,3875
19505.51225,29925.26781,8051.928149,191OB_Internal_Ramp_Upper,158,3875
19542.78907,29907.55529,8058.158448,191OB_Internal_Ramp_Upper,159,3875
19584.04303,29906.36991,8064.388747,191OB_Internal_Ramp_Upper,160,3875
19610.29083,29914.98045,8068.542279,191OB_Internal_Ramp_Upper,161,3875
19642.82619,29940.37229,8074.772578,191OB_Internal_Ramp_Upper,162,3875
19662.36738,29976.72386,8081.002877,191OB_Internal_Ramp_Upper,163,3875
19665.59922,30017.86812,8087.233176,191OB_Internal_Ramp_Upper,164,3875
19651.97345,30056.82493,8093.463475,191OB_Internal_Ramp_Upper,165,3875
19634.55688,30078.26675,8097.617008,191OB_Internal_Ramp_Upper,166,3875
19590.68055,30112.86232,8105.873217,191OB_Internal_Ramp_Upper,167,3875
19552.04146,30142.96447,8108.617829,191OB_Internal_Ramp_Upper,168,3875
19513.60741,30173.07846,8111.317008,191OB_Internal_Ramp_Upper,169,3875
19446.77722,30220.45015,8123.096172,191OB_Internal_Ramp_Upper,170,3875
19419.99545,30227.21851,8127.249704,191OB_Internal_Ramp_Upper,171,3875
19378.92705,30223.14498,8133.480003,191OB_Internal_Ramp_Upper,172,3875
19353.99674,30211.24737,8137.633536,191OB_Internal_Ramp_Upper,173,3875
19324.99823,30181.88252,8143.863835,191OB_Internal_Ramp_Upper,174,3875
19313.41451,30156.80482,8148.017368,191OB_Internal_Ramp_Upper,175,3875
19309.85684,30115.68852,8154.247667,191OB_Internal_Ramp_Upper,176,3875
19323.20563,30076.63705,8160.477966,191OB_Internal_Ramp_Upper,177,3875
19459.04841,29879.45765,8196.418355,191OB_Internal_Ramp_Upper,178,3875
19485.02993,29861.62213,8201.16525,191OB_Internal_Ramp_Upper,179,3875
19514.29143,29852.88787,8205.763804,191OB_Internal_Ramp_Upper,180,3875
19545.79839,29853.56365,8210.510698,191OB_Internal_Ramp_Upper,181,3875
19574.67614,29863.55394,8215.112252,191OB_Internal_Ramp_Upper,182,3875
19594.27151,29877.20387,8217.006681,191OB_Internal_Ramp_Upper,183,3875
19610.6919,29896.00328,8217.837748,191OB_Internal_Ramp_Upper,184,3875
19621.96472,29918.27372,8218.668415,191OB_Internal_Ramp_Upper,185,3875
19627.28474,29941.57529,8220.563843,191OB_Internal_Ramp_Upper,186,3875
19624.08211,29982.78213,8226.794142,191OB_Internal_Ramp_Upper,187,3875
19606.39779,30020.13887,8233.024441,191OB_Internal_Ramp_Upper,188,3875
19540.47447,30078.63239,8245.677493,191OB_Internal_Ramp_Upper,189,3875
19502.46923,30109.40842,8248.399388,191OB_Internal_Ramp_Upper,190,3875
19463.93266,30139.51649,8251.121283,191OB_Internal_Ramp_Upper,191,3875
19386.9981,30198.40809,8265.658648,191OB_Internal_Ramp_Upper,192,3875
19347.78213,30211.2656,8271.888947,191OB_Internal_Ramp_Upper,193,3875
19319.8946,30210.40035,8276.084479,191OB_Internal_Ramp_Upper,194,3875
19297.02817,30203.51369,8277.978908,191OB_Internal_Ramp_Upper,195,3875
19275.57981,30190.74599,8278.809975,191OB_Internal_Ramp_Upper,196,3875
19257.94591,30173.07978,8279.640642,191OB_Internal_Ramp_Upper,197,3875
19245.6499,30152.58408,8281.53607,191OB_Internal_Ramp_Upper,198,3875
19237.13777,30105.35975,8288.804752,191OB_Internal_Ramp_Upper,199,3875
19251.6045,30059.60707,8296.073435,191OB_Internal_Ramp_Upper,200,3875
19384.91568,29876.56051,8330.046398,191OB_Internal_Ramp_Upper,201,3875
19406.61748,29859.4694,8334.199931,191OB_Internal_Ramp_Upper,202,3875
19432.16723,29848.96778,8338.353464,191OB_Internal_Ramp_Upper,203,3875
19473.39799,29847.17019,8344.583763,191OB_Internal_Ramp_Upper,204,3875
19499.76477,29855.40834,8348.737295,191OB_Internal_Ramp_Upper,205,3875
19532.6381,29880.35933,8354.967594,191OB_Internal_Ramp_Upper,206,3875
19552.63628,29916.4603,8361.197893,191OB_Internal_Ramp_Upper,207,3875
19557.02271,29943.7336,8365.351426,191OB_Internal_Ramp_Upper,208,3875
19549.35266,29984.28453,8371.581725,191OB_Internal_Ramp_Upper,209,3875
19535.30832,30008.07172,8375.735258,191OB_Internal_Ramp_Upper,210,3875
19488.28964,30057.98176,8385.639821,191OB_Internal_Ramp_Upper,211,3875
19454.62661,30093.45518,8388.361717,191OB_Internal_Ramp_Upper,212,3875
19421.90371,30129.79765,8391.083612,191OB_Internal_Ramp_Upper,213,3875
19357.68815,30195.41427,8404.249254,191OB_Internal_Ramp_Upper,214,3875
19332.48857,30206.7304,8408.402787,191OB_Internal_Ramp_Upper,215,3875
19291.33673,30209.85022,8414.633086,191OB_Internal_Ramp_Upper,216,3875
19252.42956,30196.08652,8420.863385,191OB_Internal_Ramp_Upper,217,3875
19222.39375,30167.78355,8427.093684,191OB_Internal_Ramp_Upper,218,3875
19206.34504,30129.7619,8433.323983,191OB_Internal_Ramp_Upper,219,3875
19207.01685,30088.49743,8439.554282,191OB_Internal_Ramp_Upper,220,3875
19224.29475,30051.01835,8445.784581,191OB_Internal_Ramp_Upper,221,3875
19391.16217,29868.40907,8482.911695,191OB_Internal_Ramp_Upper,222,3875
19419.23278,29854.08476,8487.658589,191OB_Internal_Ramp_Upper,223,3875
19449.37835,29849.20956,8492.257143,191OB_Internal_Ramp_Upper,224,3875
19480.53309,29853.95582,8497.004038,191OB_Internal_Ramp_Upper,225,3875
19508.66371,29868.16192,8501.750932,191OB_Internal_Ramp_Upper,226,3875
19526.18487,29884.41791,8503.64836,191OB_Internal_Ramp_Upper,227,3875
19539.82908,29905.31964,8504.479427,191OB_Internal_Ramp_Upper,228,3875
19547.89274,29928.94223,8505.310095,191OB_Internal_Ramp_Upper,229,3875
19549.91804,29952.75743,8507.205523,191OB_Internal_Ramp_Upper,230,3875
19545.15018,29979.96664,8511.359056,191OB_Internal_Ramp_Upper,231,3875
19533.12005,30004.83328,8515.512588,191OB_Internal_Ramp_Upper,232,3875
19488.03709,30055.04502,8525.641739,191OB_Internal_Ramp_Upper,233,3875
19454.6849,30090.81086,8528.363634,191OB_Internal_Ramp_Upper,234,3875
19421.33272,30126.57669,8531.08553,191OB_Internal_Ramp_Upper,235,3875
19311.42936,30244.49814,8555.265024,191OB_Internal_Ramp_Upper,236,3875
19295.82781,30268.44538,8559.566897,191OB_Internal_Ramp_Upper,237,3875
19287.78753,30294.85033,8563.720429,191OB_Internal_Ramp_Upper,238,3875
19263.40875,30468.2062,8589.97969,191OB_Internal_Ramp_Upper,239,3875
19249.79661,30565.06157,8595.42348,191OB_Internal_Ramp_Upper,240,3875
19229.15161,30711.95838,8617.674548,191OB_Internal_Ramp_Upper,241,3875
19215.53948,30808.81375,8623.118339,191OB_Internal_Ramp_Upper,242,3875
19201.86315,30882.5044,8634.392214,191OB_Internal_Ramp_Upper,243,3875
19187.78573,30906.24664,8638.545746,191OB_Internal_Ramp_Upper,244,3875
19166.94639,30925.80682,8642.847619,191OB_Internal_Ramp_Upper,245,3875
19139.54374,30939.28336,8647.446173,191OB_Internal_Ramp_Upper,246,3875
19108.36274,30943.854,8652.193068,191OB_Internal_Ramp_Upper,247,3875
19078.24512,30938.80901,8656.791622,191OB_Internal_Ramp_Upper,248,3875
19051.05431,30924.91,8661.390176,191OB_Internal_Ramp_Upper,249,3875
19027.59355,30901.04469,8666.433751,191OB_Internal_Ramp_Upper,250,3875
19013.32065,30870.77516,8671.477327,191OB_Internal_Ramp_Upper,251,3875
19009.77601,30838.4787,8676.372562,191OB_Internal_Ramp_Upper,252,3875
19017.14387,30805.83402,8681.416137,191OB_Internal_Ramp_Upper,253,3875
19034.86992,30777.44834,8686.459713,191OB_Internal_Ramp_Upper,254,3875
19060.10735,30756.98622,8691.354947,191OB_Internal_Ramp_Upper,255,3875
19091.54436,30745.51127,8696.398523,191OB_Internal_Ramp_Upper,256,3875
19124.04889,30744.90678,8701.296758,191OB_Internal_Ramp_Upper,257,3875
19147.13108,30751.03151,8703.191186,191OB_Internal_Ramp_Upper,258,3875
19168.99097,30763.08107,8704.022253,191OB_Internal_Ramp_Upper,259,3875
19187.20089,30780.15291,8704.85292,191OB_Internal_Ramp_Upper,260,3875
19200.16968,30800.22966,8706.748349,191OB_Internal_Ramp_Upper,261,3875
19209.81274,30834.30564,8712.088605,191OB_Internal_Ramp_Upper,262,3875
19206.97408,30869.60582,8717.428861,191OB_Internal_Ramp_Upper,263,3875
19192.00972,30901.70299,8722.769118,191OB_Internal_Ramp_Upper,264,3875
19166.79642,30926.57166,8728.109374,191OB_Internal_Ramp_Upper,265,3875
19124.79841,30943.00875,8734.933035,191OB_Internal_Ramp_Upper,266,3875
19002.83202,30955.91184,8753.330251,191OB_Internal_Ramp_Upper,267,3875
18975.22405,30954.97717,8757.483784,191OB_Internal_Ramp_Upper,268,3875
18948.92514,30946.52488,8761.637316,191OB_Internal_Ramp_Upper,269,3875
18925.94209,30931.19996,8765.790849,191OB_Internal_Ramp_Upper,270,3875
18901.41846,30898.0066,8772.021148,191OB_Internal_Ramp_Upper,271,3875
18893.52211,30871.53546,8776.174681,191OB_Internal_Ramp_Upper,272,3875
18895.85294,30830.33139,8782.40498,191OB_Internal_Ramp_Upper,273,3875
18906.68421,30804.91964,8786.558512,191OB_Internal_Ramp_Upper,274,3875
18924.05463,30783.44076,8790.712045,191OB_Internal_Ramp_Upper,275,3875
18946.87874,30767.38956,8794.907578,191OB_Internal_Ramp_Upper,276,3875
18968.67138,30757.62328,8796.802006,191OB_Internal_Ramp_Upper,277,3875
18993.24274,30753.23067,8797.633073,191OB_Internal_Ramp_Upper,278,3875
19018.13817,30755.03811,8798.46374,191OB_Internal_Ramp_Upper,279,3875
19040.83339,30762.4707,8800.357168,191OB_Internal_Ramp_Upper,280,3875
19070.4812,30783.60014,8805.847765,191OB_Internal_Ramp_Upper,281,3875
19090.59235,30813.92433,8811.336362,191OB_Internal_Ramp_Upper,282,3875
19098.55365,30850.42518,8816.973299,191OB_Internal_Ramp_Upper,283,3875
19092.89656,30886.36974,8822.461896,191OB_Internal_Ramp_Upper,284,3875
19074.10855,30918.66069,8828.098833,191OB_Internal_Ramp_Upper,285,3875
19045.65527,30941.34162,8833.58743,191OB_Internal_Ramp_Upper,286,3875
19009.98852,30952.45814,8839.224367,191OB_Internal_Ramp_Upper,287,3875
18973.68739,30949.95969,8844.712964,191OB_Internal_Ramp_Upper,288,3875
18945.62002,30937.92865,8849.311518,191OB_Internal_Ramp_Upper,289,3875
18888.78067,30896.77264,8859.84669,191OB_Internal_Ramp_Upper,290,3875
18869.41599,30870.68364,8864.741925,191OB_Internal_Ramp_Upper,291,3875
18859.43724,30839.76357,8869.63716,191OB_Internal_Ramp_Upper,292,3875
18861.11722,30801.47034,8875.422438,191OB_Internal_Ramp_Upper,293,3875
18877.07953,30766.62212,8881.207715,191OB_Internal_Ramp_Upper,294,3875
18904.97901,30740.33879,8886.992993,191OB_Internal_Ramp_Upper,295,3875
18940.73636,30726.47841,8892.781271,191OB_Internal_Ramp_Upper,296,3875
18964.58147,30725.17058,8894.675699,191OB_Internal_Ramp_Upper,297,3875
18989.09498,30729.87532,8895.506766,191OB_Internal_Ramp_Upper,298,3875
19011.68913,30740.48443,8896.337433,191OB_Internal_Ramp_Upper,299,3875
19030.21335,30755.55659,8898.230861,191OB_Internal_Ramp_Upper,300,3875
19049.11862,30783.19481,8903.276437,191OB_Internal_Ramp_Upper,301,3875
19057.83793,30815.50477,8908.320012,191OB_Internal_Ramp_Upper,302,3875
19055.40862,30848.88229,8913.363588,191OB_Internal_Ramp_Upper,303,3875
19042.10279,30879.5892,8918.407163,191OB_Internal_Ramp_Upper,304,3875
19019.41063,30904.18647,8923.450738,191OB_Internal_Ramp_Upper,305,3875
18989.87356,30919.9193,8928.494314,191OB_Internal_Ramp_Upper,306,3875
18956.79963,30925.02566,8933.537889,191OB_Internal_Ramp_Upper,307,3875
18923.89297,30918.93368,8938.581465,191OB_Internal_Ramp_Upper,308,3875
18884.77961,30892.82873,8945.701806,191OB_Internal_Ramp_Upper,309,3875
18861.6632,30850.77846,8952.970489,191OB_Internal_Ramp_Upper,310,3875
18858.29548,30824.37018,8956.975681,191OB_Internal_Ramp_Upper,311,3875
18863.01927,30687.95909,8977.449663,191OB_Internal_Ramp_Upper,312,3875
18866.6937,30635.30926,8981.612461,191OB_Internal_Ramp_Upper,313,3875
19692.10226,30241.99219,7133.502822,191OB_Internal_Ramp_Lower,1,4260
19650.61524,30236.07587,7130.990832,191OB_Internal_Ramp_Lower,2,4260
19573.1568,30226.09649,7119.271936,191OB_Internal_Ramp_Lower,3,4260
19507.61764,30241.25593,7109.142786,191OB_Internal_Ramp_Lower,4,4260
19413.89653,30269.23103,7103.698995,191OB_Internal_Ramp_Lower,5,4260
19377.63761,30288.94139,7097.468696,191OB_Internal_Ramp_Lower,6,4260
19359.28882,30309.59074,7093.315163,191OB_Internal_Ramp_Lower,7,4260
19347.28957,30334.4723,7089.16163,191OB_Internal_Ramp_Lower,8,4260
19343.04848,30375.52373,7082.931331,191OB_Internal_Ramp_Lower,9,4260
19349.70748,30402.3329,7078.777799,191OB_Internal_Ramp_Lower,10,4260
19363.44715,30426.29736,7074.624266,191OB_Internal_Ramp_Lower,11,4260
19394.91063,30453.00423,7068.393967,191OB_Internal_Ramp_Lower,12,4260
19434.47936,30464.73123,7062.163668,191OB_Internal_Ramp_Lower,13,4260
19475.41398,30459.48102,7055.933369,191OB_Internal_Ramp_Lower,14,4260
19532.91698,30437.40769,7046.694261,191OB_Internal_Ramp_Lower,15,4260
19585.10456,30417.37475,7043.76246,191OB_Internal_Ramp_Lower,16,4260
19630.70301,30399.7444,7041.038564,191OB_Internal_Ramp_Lower,17,4260
19653.06839,30383.53134,7036.885032,191OB_Internal_Ramp_Lower,18,4260
19670.14472,30361.81792,7032.731499,191OB_Internal_Ramp_Lower,19,4260
19683.1274,30322.64321,7026.5012,191OB_Internal_Ramp_Lower,20,4260
19679.18504,30281.56201,7020.270901,191OB_Internal_Ramp_Lower,21,4260
19658.98911,30245.57129,7014.040602,191OB_Internal_Ramp_Lower,22,4260
19625.97939,30220.80102,7007.810303,191OB_Internal_Ramp_Lower,23,4260
19585.77813,30211.47009,7001.580004,191OB_Internal_Ramp_Lower,24,4260
19545.23244,30219.16776,6995.349705,191OB_Internal_Ramp_Lower,25,4260
19511.24808,30242.58294,6989.119406,191OB_Internal_Ramp_Lower,26,4260
19454.17451,30322.32781,6983.631615,191OB_Internal_Ramp_Lower,27,4260
19440.10136,30351.64553,6978.944132,191OB_Internal_Ramp_Lower,28,4260
19436.14267,30382.93953,6974.398694,191OB_Internal_Ramp_Lower,29,4260
19442.12856,30413.90976,6969.853256,191OB_Internal_Ramp_Lower,30,4260
19458.07893,30442.24997,6965.165773,191OB_Internal_Ramp_Lower,31,4260
19481.44789,30463.4367,6960.620335,191OB_Internal_Ramp_Lower,32,4260
19511.21115,30476.54131,6955.932852,191OB_Internal_Ramp_Lower,33,4260
19542.61809,30479.47213,6951.387414,191OB_Internal_Ramp_Lower,34,4260
19574.29212,30472.10069,6946.699931,191OB_Internal_Ramp_Lower,35,4260
19616.79145,30454.69643,6944.065125,191OB_Internal_Ramp_Lower,36,4260
19657.91828,30428.92825,6941.415221,191OB_Internal_Ramp_Lower,37,4260
19684.01718,30396.95866,6935.184922,191OB_Internal_Ramp_Lower,38,4260
19694.98362,30357.17243,6928.954622,191OB_Internal_Ramp_Lower,39,4260
19688.94978,30316.34596,6922.724323,191OB_Internal_Ramp_Lower,40,4260
19666.94335,30281.43286,6916.494024,191OB_Internal_Ramp_Lower,41,4260
19632.71247,30258.37956,6910.263725,191OB_Internal_Ramp_Lower,42,4260
19592.08739,30251.1125,6904.033426,191OB_Internal_Ramp_Lower,43,4260
19564.85899,30255.76951,6899.879894,191OB_Internal_Ramp_Lower,44,4260
19539.94356,30267.69826,6895.726361,191OB_Internal_Ramp_Lower,45,4260
19510.98177,30297.09932,6889.496062,191OB_Internal_Ramp_Lower,46,4260
19462.79959,30382.49078,6884.010271,191OB_Internal_Ramp_Lower,47,4260
19456.08077,30409.30544,6879.854739,191OB_Internal_Ramp_Lower,48,4260
19456.95666,30436.91534,6875.701206,191OB_Internal_Ramp_Lower,49,4260
19472.19237,30475.27001,6869.470907,191OB_Internal_Ramp_Lower,50,4260
19490.50082,30495.95514,6865.317374,191OB_Internal_Ramp_Lower,51,4260
19513.76998,30510.84204,6861.163841,191OB_Internal_Ramp_Lower,52,4260
19540.22425,30518.79473,6857.010309,191OB_Internal_Ramp_Lower,53,4260
19567.84497,30519.20637,6852.856776,191OB_Internal_Ramp_Lower,54,4260
19594.7836,30511.93942,6848.661243,191OB_Internal_Ramp_Lower,55,4260
19659.38955,30486.36031,6845.383791,191OB_Internal_Ramp_Lower,56,4260
19704.43713,30467.3267,6842.661895,191OB_Internal_Ramp_Lower,57,4260
19727.36267,30453.79311,6838.656703,191OB_Internal_Ramp_Lower,58,4260
19745.31281,30435.48223,6834.799851,191OB_Internal_Ramp_Lower,59,4260
19758.01637,30413.20859,6830.942999,191OB_Internal_Ramp_Lower,60,4260
19764.76403,30387.45578,6826.937807,191OB_Internal_Ramp_Lower,61,4260
19764.47765,30360.83518,6822.932615,191OB_Internal_Ramp_Lower,62,4260
19757.56837,30336.14191,6819.075763,191OB_Internal_Ramp_Lower,63,4260
19743.99769,30313.23831,6815.070571,191OB_Internal_Ramp_Lower,64,4260
19725.64182,30295.30578,6811.210719,191OB_Internal_Ramp_Lower,65,4260
19682.55773,30270.75435,6808.457237,191OB_Internal_Ramp_Lower,66,4260
19635.10653,30268.41544,6805.763128,191OB_Internal_Ramp_Lower,67,4260
19594.65902,30286.12723,6799.085808,191OB_Internal_Ramp_Lower,68,4260
19565.79172,30319.51382,6792.410488,191OB_Internal_Ramp_Lower,69,4260
19554.10829,30362.07535,6785.735167,191OB_Internal_Ramp_Lower,70,4260
19561.88465,30405.52089,6779.059847,191OB_Internal_Ramp_Lower,71,4260
19577.92184,30431.50803,6774.461293,191OB_Internal_Ramp_Lower,72,4260
19601.05398,30451.44359,6769.862739,191OB_Internal_Ramp_Lower,73,4260
19741.44867,30517.72621,6746.570288,191OB_Internal_Ramp_Lower,74,4260
19779.42909,30535.43678,6744.058298,191OB_Internal_Ramp_Lower,75,4260
20990.81663,28564.35918,6080.454381,178OB_Internal_Ramp_Lower,1,4700
21035.0445,28531.69536,6082.187005,178OB_Internal_Ramp_Lower,2,4700
21057.09324,28496.29291,6083.446438,178OB_Internal_Ramp_Lower,3,4700
21171.39833,28182.24224,6109.098587,178OB_Internal_Ramp_Lower,4,4700
21177.1765,28140.93735,6110.358021,178OB_Internal_Ramp_Lower,5,4700
21165.60379,28100.868,6111.617454,178OB_Internal_Ramp_Lower,6,4700
21149.12638,28078.33014,6112.457077,178OB_Internal_Ramp_Lower,7,4700
21114.45573,28055.14767,6113.71651,178OB_Internal_Ramp_Lower,8,4700
21073.34436,28048.12368,6114.975943,178OB_Internal_Ramp_Lower,9,4700
21045.88117,28053.14697,6115.815566,178OB_Internal_Ramp_Lower,10,4700
21009.91792,28074.26865,6117.074999,178OB_Internal_Ramp_Lower,11,4700
20985.69811,28108.22276,6118.334432,178OB_Internal_Ramp_Lower,12,4700
20976.56788,28144.76122,6119.467326,178OB_Internal_Ramp_Lower,13,4700
20971.13409,28214.51305,6124.19945,178OB_Internal_Ramp_Lower,14,4700
20976.38225,28241.71071,6127.809076,178OB_Internal_Ramp_Lower,15,4700
20988.89005,28266.42529,6131.418703,178OB_Internal_Ramp_Lower,16,4700
21019.02933,28294.78176,6136.833142,178OB_Internal_Ramp_Lower,17,4700
21058.06852,28308.50793,6142.247582,178OB_Internal_Ramp_Lower,18,4700
21085.76671,28308.25145,6145.857208,178OB_Internal_Ramp_Lower,19,4700
21124.54502,28293.80471,6151.271648,178OB_Internal_Ramp_Lower,20,4700
21154.15403,28264.89498,6156.686088,178OB_Internal_Ramp_Lower,21,4700
21166.20202,28239.95302,6160.295714,178OB_Internal_Ramp_Lower,22,4700
21170.94563,28212.66284,6163.905341,178OB_Internal_Ramp_Lower,23,4700
21163.73022,28171.9148,6169.31978,178OB_Internal_Ramp_Lower,24,4700
21149.90411,28147.91283,6172.929407,178OB_Internal_Ramp_Lower,25,4700
21118.27536,28121.22786,6178.343846,178OB_Internal_Ramp_Lower,26,4700
21000.09955,28078.15059,6187.433664,178OB_Internal_Ramp_Lower,27,4700
20972.47031,28076.18064,6191.04329,178OB_Internal_Ramp_Lower,28,4700
20945.3606,28081.86565,6194.652916,178OB_Internal_Ramp_Lower,29,4700
20910.16974,28103.63876,6200.067356,178OB_Internal_Ramp_Lower,30,4700
20886.80719,28137.79513,6205.481796,178OB_Internal_Ramp_Lower,31,4700
20876.30109,28203.82108,6211.606736,178OB_Internal_Ramp_Lower,32,4700
20871.09066,28276.21958,6216.308099,178OB_Internal_Ramp_Lower,33,4700
20876.34685,28303.4333,6219.781072,178OB_Internal_Ramp_Lower,34,4700
20888.8711,28328.15894,6223.254044,178OB_Internal_Ramp_Lower,35,4700
20919.04515,28356.51585,6228.463503,178OB_Internal_Ramp_Lower,36,4700
20958.11989,28370.21811,6233.672962,178OB_Internal_Ramp_Lower,37,4700
20999.39562,28366.91634,6238.882421,178OB_Internal_Ramp_Lower,38,4700
21024.61909,28355.42761,6242.355394,178OB_Internal_Ramp_Lower,39,4700
21054.2022,28326.45474,6247.564852,178OB_Internal_Ramp_Lower,40,4700
21066.2141,28301.47619,6251.037825,178OB_Internal_Ramp_Lower,41,4700
21070.37536,28260.27823,6256.247284,178OB_Internal_Ramp_Lower,42,4700
21063.6011,28233.40215,6259.720256,178OB_Internal_Ramp_Lower,43,4700
21049.70977,28209.41789,6263.193229,178OB_Internal_Ramp_Lower,44,4700
21017.99275,28182.798,6268.402688,178OB_Internal_Ramp_Lower,45,4700
20929.09554,28141.34455,6273.881479,178OB_Internal_Ramp_Lower,46,4700
20902.59478,28133.2252,6277.354451,178OB_Internal_Ramp_Lower,47,4700
20861.23952,28135.30612,6282.56391,178OB_Internal_Ramp_Lower,48,4700
20835.68766,28146.04466,6286.036883,178OB_Internal_Ramp_Lower,49,4700
20814.0649,28163.38452,6289.509855,178OB_Internal_Ramp_Lower,50,4700
20792.51691,28198.7437,6294.719314,178OB_Internal_Ramp_Lower,51,4700
20783.43284,28265.11456,6300.7062,178OB_Internal_Ramp_Lower,52,4700
20778.22196,28337.50434,6305.475891,178OB_Internal_Ramp_Lower,53,4700
20783.47012,28364.70199,6309.085517,178OB_Internal_Ramp_Lower,54,4700
20795.97792,28389.41657,6312.695144,178OB_Internal_Ramp_Lower,55,4700
20826.1172,28417.77304,6318.109583,178OB_Internal_Ramp_Lower,56,4700
20865.15638,28431.49921,6323.524023,178OB_Internal_Ramp_Lower,57,4700
20892.85457,28431.24273,6327.133649,178OB_Internal_Ramp_Lower,58,4700
20931.63288,28416.79599,6332.548089,178OB_Internal_Ramp_Lower,59,4700
20961.2419,28387.88627,6337.962529,178OB_Internal_Ramp_Lower,60,4700
20973.28989,28362.94431,6341.572155,178OB_Internal_Ramp_Lower,61,4700
20978.0335,28335.65413,6345.181782,178OB_Internal_Ramp_Lower,62,4700
20970.81808,28294.90608,6350.596221,178OB_Internal_Ramp_Lower,63,4700
20956.99197,28270.90411,6354.205848,178OB_Internal_Ramp_Lower,64,4700
20925.36323,28244.21914,6359.620287,178OB_Internal_Ramp_Lower,65,4700
20836.46601,28202.76569,6365.100478,178OB_Internal_Ramp_Lower,66,4700
20809.94865,28194.64369,6368.436544,178OB_Internal_Ramp_Lower,67,4700
20768.56937,28196.73802,6373.440644,178OB_Internal_Ramp_Lower,68,4700
20743.00758,28207.4959,6376.77671,178OB_Internal_Ramp_Lower,69,4700
20721.38351,28224.86072,6380.112776,178OB_Internal_Ramp_Lower,70,4700
20699.85392,28260.25999,6385.116875,178OB_Internal_Ramp_Lower,71,4700
20691.31445,28322.50422,6390.788531,178OB_Internal_Ramp_Lower,72,4700
21015.81172,28376.70088,5938.274992,178OB_Internal_Ramp_Upper,1,4200
21084.10456,28373.15696,5944.792174,178OB_Internal_Ramp_Upper,2,4200
21108.62043,28362.77638,5948.797366,178OB_Internal_Ramp_Upper,3,4200
21131.56134,28344.13405,5953.24758,178OB_Internal_Ramp_Upper,4,4200
21272.98346,28175.48318,5971.793717,178OB_Internal_Ramp_Upper,5,4200
21286.98714,28136.68402,5977.954934,178OB_Internal_Ramp_Upper,6,4200
21283.28599,28092.69125,5984.556238,178OB_Internal_Ramp_Upper,7,4200
21262.99661,28056.7772,5990.717455,178OB_Internal_Ramp_Upper,8,4200
21232.6121,28033.39365,5996.438585,178OB_Internal_Ramp_Upper,9,4200
21192.69997,28022.97734,6002.599802,178OB_Internal_Ramp_Upper,10,4200
21154.76355,28028.53043,6008.320932,178OB_Internal_Ramp_Upper,11,4200
21123.9571,28046.01814,6013.601975,178OB_Internal_Ramp_Upper,12,4200
21101.18042,28073.14894,6018.883018,178OB_Internal_Ramp_Upper,13,4200
21090.421,28100.7534,6023.292786,178OB_Internal_Ramp_Upper,14,4200
21075.47075,28166.09282,6026.568011,178OB_Internal_Ramp_Upper,15,4200
21000.56862,28518.47964,6077.792458,178OB_Internal_Ramp_Upper,16,4200
20990.81663,28564.35918,6080.454381,178OB_Internal_Ramp_Upper,17,4200
20968.59554,28668.90117,6084.915493,178OB_Internal_Ramp_Upper,18,4200
20931.58548,28843.0198,6111.616775,178OB_Internal_Ramp_Upper,19,4200
20914.15735,28925.01272,6116.361439,178OB_Internal_Ramp_Upper,20,4200
20895.77444,29016.39011,6130.347442,178OB_Internal_Ramp_Upper,21,4200
20901.67912,29057.5123,6136.605741,178OB_Internal_Ramp_Upper,22,4200
20925.1391,29092.30801,6139.131731,178OB_Internal_Ramp_Upper,23,4200
20981.79761,29097.49932,6142.783295,178OB_Internal_Ramp_Upper,24,4200
21012.66599,29107.71447,6147.518772,178OB_Internal_Ramp_Upper,25,4200
21042.59198,29131.71072,6153.115245,178OB_Internal_Ramp_Upper,26,4200
21060.31826,29162.3997,6158.28122,178OB_Internal_Ramp_Upper,27,4200
21065.98771,29203.27665,6164.308191,178OB_Internal_Ramp_Upper,28,4200
21056.01503,29240.31623,6169.904664,178OB_Internal_Ramp_Upper,29,4200
